,year,Stations_Id,mingrad,maxgrad,minday,maxday
0,2021,14434,2021-06-26,2021-11-05,2021-07-16,2021-11-05
1,2021,14341,2021-09-06,2021-08-09,2021-10-24,2021-08-09
2,2021,14339,2021-08-01,2021-07-16,2021-05-17,2021-11-01
3,2021,14220,2021-07-26,2021-05-31,2021-10-06,2021-04-17
4,2021,14000,2021-06-22,2021-09-10,2021-07-16,2021-10-08
5,2021,13994,2021-07-24,2021-09-10,2021-08-01,2021-09-26
6,2021,13964,2021-06-30,2021-09-26,2021-07-16,2021-04-11
7,2021,13959,2021-09-02,2021-04-27,2021-04-27,2021-05-29
8,2021,13955,2021-03-27,2021-09-27,2021-09-07,2021-03-27
9,2021,13938,2021-07-28,2021-11-09,2021-06-26,2021-11-09
10,2021,13935,2021-07-24,2021-10-12,2021-09-22,2021-10-20
11,2021,13930,2021-06-30,2021-07-20,2021-09-02,2021-06-22
12,2021,13929,2021-10-30,2021-04-01,2021-06-16,2021-10-22
13,2021,13921,2021-10-20,2021-11-05,2021-09-06,2021-11-05
14,2021,13789,2021-08-09,2021-11-05,2021-10-28,2021-11-05
15,2021,13787,2021-09-02,2021-11-05,2021-09-10,2021-11-05
16,2020,14434,2020-08-28,2020-08-16,2020-09-13,2020-04-06
17,2020,14341,2020-07-21,2020-03-23,2020-05-30,2020-03-27
18,2020,14339,2020-11-06,2020-04-24,2020-05-26,2020-05-02
19,2020,14220,2020-11-02,2020-08-02,2020-11-02,2020-08-14
20,2020,14000,2020-11-16,2020-08-20,2020-06-25,2020-10-23
21,2020,13994,2020-06-13,2020-07-03,2020-08-04,2020-05-08
22,2020,13964,2020-07-13,2020-08-14,2020-08-10,2020-05-14
23,2020,13959,2020-09-03,2020-08-10,2020-11-06,2020-08-30
24,2020,13955,2020-09-29,2020-07-11,2020-05-24,2020-08-04
25,2020,13938,2020-07-09,2020-08-14,2020-08-10,2020-03-27
26,2020,13935,2020-11-14,2020-09-19,2020-07-25,2020-03-31
27,2020,13930,2020-11-16,2020-10-11,2020-05-04,2020-10-19
28,2020,13929,2020-11-07,2020-08-15,2020-08-07,2020-10-26
29,2020,13921,2020-09-09,2020-08-28,2020-06-17,2020-09-01
30,2020,13789,2020-11-08,2020-03-25,2020-08-12,2020-10-27
31,2020,13787,2020-09-08,2020-11-11,2020-11-03,2020-08-15
32,2019,14434,2019-06-19,2019-09-27,2019-07-25,2019-05-10
33,2019,14341,2019-03-24,2019-10-02,2019-06-20,2019-03-24
34,2019,14339,2019-08-20,2019-06-25,2019-06-17,2019-07-23
35,2019,14220,2019-06-17,2019-03-29,2019-08-20,2019-06-05
36,2019,14000,2019-11-16,2019-09-01,2019-06-25,2019-10-11
37,2019,13994,2019-11-04,2019-04-30,2019-04-18,2019-08-08
38,2019,13964,2019-06-18,2019-08-21,2019-07-16,2019-10-20
39,2019,13959,2019-10-30,2019-04-21,2019-10-30,2019-10-02
40,2019,13955,2019-05-06,2019-04-20,2019-03-31,2019-10-17
41,2019,13938,2019-09-22,2019-09-10,2019-06-02,2019-07-20
42,2019,13935,2019-08-07,2019-07-22,2019-09-12,2019-08-03
43,2019,13930,2019-05-08,2019-07-23,2019-06-05,2019-09-01
44,2019,13929,2019-07-19,2019-08-24,2019-10-11,2019-04-02
45,2019,13921,2019-11-02,2019-05-26,2019-06-19,2019-03-31
46,2019,13789,2019-09-13,2019-03-29,2019-04-22,2019-11-04
47,2019,13787,2019-05-05,2019-06-26,2019-05-17,2019-06-30
48,2018,14434,2018-07-07,2018-06-25,2018-07-31,2018-04-10
49,2018,14341,2018-04-17,2018-03-24,2018-09-28,2018-04-01
50,2018,14339,2018-09-25,2018-09-17,2018-06-05,2018-07-11
51,2018,14220,2018-09-28,2018-11-03,2018-05-03,2018-11-03
52,2018,14000,2018-06-02,2018-05-05,2018-06-06,2018-08-25
53,2018,13994,2018-06-04,2018-07-22,2018-06-24,2018-10-10
54,2018,13964,2018-04-05,2018-08-23,2018-10-10,2018-04-05
55,2018,13959,2018-03-24,2018-11-03,2018-10-10,2018-03-24
56,2018,13955,2018-04-02,2018-08-20,2018-11-04,2018-04-02
57,2018,13938,2018-09-29,2018-11-04,2018-09-09,2018-11-04
58,2018,13935,2018-10-13,2018-11-14,2018-05-26,2018-04-04
59,2018,13930,2018-03-26,2018-06-06,2018-05-13,2018-08-21
60,2018,13929,2018-07-24,2018-07-16,2018-10-08,2018-07-20
61,2018,13921,2018-08-09,2018-08-21,2018-05-21,2018-08-25
62,2018,13789,2018-10-08,2018-09-22,2018-05-05,2018-09-26
63,2018,13787,2018-07-20,2018-06-06,2018-11-13,2018-09-22
64,2017,14434,2017-06-01,2017-04-30,2017-07-07,2017-05-12
65,2017,14339,2017-11-04,2017-10-11,2017-05-24,2017-11-04
66,2017,14000,2017-04-27,2017-10-24,2017-06-18,2017-10-24
67,2017,13994,2017-07-08,2017-07-20,2017-07-16,2017-09-14
68,2017,13964,2017-11-04,2017-04-30,2017-04-30,2017-10-27
69,2017,13959,2017-04-03,2017-08-21,2017-06-02,2017-09-10
70,2017,13955,2017-11-12,2017-05-28,2017-05-24,2017-10-31
71,2017,13938,2017-04-27,2017-07-04,2017-09-02,2017-04-27
72,2017,13935,2017-06-11,2017-08-22,2017-07-17,2017-05-30
73,2017,13930,2017-06-10,2017-08-21,2017-07-16,2017-04-03
74,2017,13929,2017-07-05,2017-10-21,2017-06-03,2017-10-21
75,2017,13921,2017-04-27,2017-10-16,2017-05-29,2017-11-05
76,2017,13789,2017-11-04,2017-04-30,2017-06-17,2017-05-12
77,2017,13787,2017-04-14,2017-08-12,2017-05-24,2017-04-14
0,2021,15449,2021-09-22,2021-11-17,2021-08-29,2021-11-17
1,2021,15447,2021-08-23,2021-11-11,2021-09-08,2021-05-31
2,2021,15253,2021-10-26,2021-06-04,2021-08-31,2021-06-20
3,2021,15251,2021-05-31,2021-09-08,2021-09-08,2021-04-17
4,2021,15250,2021-03-30,2021-11-09,2021-09-06,2021-11-09
5,2021,15245,2021-07-21,2021-10-21,2021-06-11,2021-10-21
6,2021,15243,2021-06-20,2021-09-12,2021-08-07,2021-11-07
7,2021,15237,2021-04-01,2021-10-30,2021-08-07,2021-04-01
8,2021,15229,2021-08-29,2021-09-18,2021-09-14,2021-03-30
9,2021,15188,2021-06-30,2021-10-24,2021-07-16,2021-03-30
10,2021,15148,2021-07-12,2021-09-10,2021-07-20,2021-10-08
11,2021,15141,2021-07-08,2021-11-01,2021-08-13,2021-07-04
12,2021,15140,2021-07-22,2021-10-06,2021-09-04,2021-10-22
13,2021,15138,2021-08-13,2021-04-03,2021-09-02,2021-07-12
14,2021,15133,2021-06-25,2021-10-23,2021-09-21,2021-06-21
15,2021,15130,2021-09-06,2021-06-18,2021-11-01,2021-06-18
16,2021,15124,2021-03-25,2021-10-23,2021-10-07,2021-03-25
17,2021,15107,2021-06-02,2021-11-09,2021-08-01,2021-05-09
18,2021,15097,2021-06-24,2021-09-16,2021-09-04,2021-11-11
19,2021,15077,2021-07-20,2021-11-09,2021-09-10,2021-11-09
20,2021,15021,2021-03-28,2021-11-11,2021-07-06,2021-11-11
21,2020,15449,2020-07-21,2020-06-23,2020-11-06,2020-07-21
22,2020,15447,2020-11-07,2020-06-28,2020-05-07,2020-09-24
23,2020,15253,2020-09-15,2020-08-06,2020-11-10,2020-08-18
24,2020,15251,2020-11-06,2020-09-23,2020-07-09,2020-04-12
25,2020,15250,2020-11-04,2020-09-25,2020-11-04,2020-10-03
26,2020,15245,2020-09-15,2020-08-18,2020-07-17,2020-09-07
27,2020,15243,2020-11-15,2020-09-20,2020-09-12,2020-05-19
28,2020,15237,2020-09-08,2020-11-07,2020-09-28,2020-08-07
29,2020,15229,2020-06-01,2020-05-16,2020-10-31,2020-08-12
30,2020,15188,2020-06-09,2020-07-11,2020-11-08,2020-08-12
31,2020,15148,2020-05-18,2020-04-20,2020-06-19,2020-08-10
32,2020,15141,2020-10-17,2020-09-23,2020-11-06,2020-04-12
33,2020,15140,2020-10-15,2020-11-16,2020-11-08,2020-09-05
34,2020,15138,2020-05-03,2020-06-12,2020-05-31,2020-08-15
35,2020,15133,2020-04-21,2020-04-09,2020-05-03,2020-08-03
36,2020,15130,2020-07-25,2020-09-23,2020-11-06,2020-07-13
37,2020,15124,2020-11-06,2020-07-13,2020-11-06,2020-07-25
38,2020,15107,2020-03-27,2020-11-10,2020-04-16,2020-11-10
39,2020,15097,2020-11-07,2020-06-12,2020-04-17,2020-08-19
40,2020,15077,2020-06-15,2020-05-22,2020-11-06,2020-05-30
41,2020,15021,2020-09-12,2020-06-24,2020-04-21,2020-07-18
42,2019,15449,2019-05-02,2019-07-25,2019-06-03,2019-08-06
43,2019,15447,2019-05-21,2019-06-06,2019-06-02,2019-07-20
44,2019,15253,2019-10-27,2019-05-12,2019-04-14,2019-06-09
45,2019,15251,2019-10-27,2019-09-17,2019-07-31,2019-10-15
46,2019,15250,2019-11-03,2019-07-18,2019-06-16,2019-10-26
47,2019,15245,2019-08-23,2019-11-15,2019-06-24,2019-03-28
48,2019,15243,2019-04-16,2019-03-31,2019-05-22,2019-07-21
49,2019,15237,2019-04-07,2019-06-30,2019-06-26,2019-07-20
50,2019,15229,2019-10-21,2019-08-26,2019-08-22,2019-10-09
51,2019,15188,2019-06-01,2019-08-08,2019-06-25,2019-11-04
52,2019,15148,2019-05-16,2019-11-04,2019-05-28,2019-11-04
53,2019,15141,2019-10-30,2019-06-20,2019-05-03,2019-10-18
54,2019,15140,2019-10-27,2019-05-12,2019-04-22,2019-09-29
55,2019,15138,2019-10-08,2019-06-02,2019-05-17,2019-09-26
56,2019,15133,2019-05-13,2019-11-17,2019-05-17,2019-11-17
57,2019,15130,2019-09-09,2019-08-28,2019-05-12,2019-09-05
58,2019,15124,2019-06-21,2019-06-13,2019-04-30,2019-11-08
59,2019,15107,2019-09-15,2019-06-03,2019-04-12,2019-08-18
60,2019,15097,2019-10-25,2019-06-03,2019-05-18,2019-09-23
61,2019,15077,2019-05-15,2019-07-14,2019-05-23,2019-08-07
62,2019,15021,2019-08-20,2019-10-07,2019-08-24,2019-10-07
63,2018,15449,2018-11-17,2018-05-05,2018-04-19,2018-11-09
64,2018,15447,2018-10-12,2018-06-18,2018-05-29,2018-08-21
65,2018,15253,2018-04-02,2018-10-23,2018-04-22,2018-10-23
66,2018,15251,2018-05-11,2018-07-26,2018-06-24,2018-05-03
67,2018,15250,2018-11-13,2018-08-09,2018-06-14,2018-09-02
68,2018,15245,2018-06-03,2018-05-22,2018-05-02,2018-10-21
69,2018,15243,2018-11-17,2018-08-01,2018-07-08,2018-09-30
70,2018,15237,2018-04-14,2018-11-16,2018-06-29,2018-11-16
71,2018,15229,2018-10-12,2018-11-13,2018-05-29,2018-10-04
72,2018,15188,2018-06-26,2018-07-24,2018-06-30,2018-03-26
73,2018,15148,2018-04-02,2018-06-05,2018-04-14,2018-08-20
74,2018,15141,2018-07-09,2018-07-01,2018-07-17,2018-11-02
75,2018,15140,2018-06-06,2018-07-04,2018-06-26,2018-03-26
76,2018,15138,2018-03-30,2018-05-21,2018-05-13,2018-06-26
77,2018,15133,2018-04-18,2018-04-02,2018-07-03,2018-05-04
78,2018,15130,2018-05-06,2018-03-27,2018-05-18,2018-08-06
79,2018,15124,2018-06-24,2018-06-04,2018-05-07,2018-08-03
80,2018,15107,2018-04-02,2018-07-23,2018-11-04,2018-04-02
81,2018,15097,2018-10-23,2018-11-16,2018-06-13,2018-10-15
82,2018,15077,2018-06-09,2018-08-20,2018-06-13,2018-04-02
83,2018,15021,2018-09-25,2018-07-07,2018-05-16,2018-08-04
84,2017,15449,2017-07-07,2017-06-17,2017-08-08,2017-04-18
85,2017,15447,2017-11-02,2017-08-02,2017-05-22,2017-08-10
86,2017,15251,2017-06-02,2017-04-03,2017-08-21,2017-05-01
87,2017,15250,2017-04-30,2017-10-15,2017-05-28,2017-04-30
88,2017,15245,2017-08-12,2017-07-27,2017-06-25,2017-08-04
89,2017,15243,2017-04-10,2017-11-12,2017-05-08,2017-11-12
90,2017,15237,2017-06-24,2017-05-27,2017-05-27,2017-06-24
91,2017,15229,2017-07-09,2017-10-17,2017-09-27,2017-06-19
92,2017,15188,2017-08-18,2017-07-17,2017-05-30,2017-07-21
93,2017,15148,2017-09-25,2017-08-12,2017-05-24,2017-10-31
94,2017,15141,2017-09-10,2017-11-09,2017-04-03,2017-09-02
95,2017,15140,2017-10-28,2017-09-14,2017-05-13,2017-07-16
96,2017,15138,2017-10-21,2017-07-05,2017-04-24,2017-08-14
97,2017,15133,2017-04-24,2017-11-10,2017-05-14,2017-11-10
98,2017,15130,2017-04-03,2017-09-22,2017-05-25,2017-10-20
99,2017,15124,2017-11-05,2017-09-26,2017-04-03,2017-10-24
100,2017,15107,2017-11-12,2017-06-25,2017-05-24,2017-09-17
101,2017,15097,2017-08-14,2017-11-02,2017-06-03,2017-07-13
102,2017,15077,2017-07-19,2017-06-17,2017-05-08,2017-07-03
103,2017,15021,2017-11-17,2017-08-21,2017-06-10,2017-10-20
0,2021,16076,2021-03-30,2021-10-24,2021-08-25,2021-03-30
1,2021,15975,2021-10-30,2021-09-20,2021-08-07,2021-10-22
2,2021,15952,2021-07-30,2021-10-06,2021-08-11,2021-10-06
3,2021,15920,2021-06-07,2021-04-08,2021-10-09,2021-05-30
4,2021,15908,2021-04-06,2021-10-31,2021-08-20,2021-04-06
5,2021,15905,2021-04-20,2021-08-10,2021-09-03,2021-04-20
6,2021,15815,2021-04-22,2021-07-11,2021-10-23,2021-04-18
7,2021,15814,2021-04-21,2021-09-12,2021-09-04,2021-10-22
8,2021,15551,2021-09-25,2021-11-08,2021-10-11,2021-11-08
9,2021,15541,2021-05-29,2021-11-09,2021-10-28,2021-05-17
10,2021,15534,2021-10-20,2021-11-09,2021-09-06,2021-03-30
11,2021,15510,2021-07-28,2021-07-08,2021-10-12,2021-07-12
12,2021,15509,2021-03-30,2021-11-05,2021-05-29,2021-11-05
13,2021,15508,2021-08-13,2021-11-05,2021-09-02,2021-11-05
14,2021,15505,2021-05-01,2021-11-05,2021-10-04,2021-11-05
15,2021,15500,2021-09-26,2021-11-05,2021-10-04,2021-04-03
16,2021,15495,2021-06-10,2021-10-24,2021-07-20,2021-10-24
17,2021,15479,2021-07-27,2021-09-17,2021-08-12,2021-10-11
18,2020,16076,2020-09-09,2020-09-21,2020-09-13,2020-04-10
19,2020,15975,2020-07-10,2020-05-19,2020-08-31,2020-05-19
20,2020,15952,2020-06-28,2020-10-26,2020-04-25,2020-10-26
21,2020,15920,2020-09-15,2020-10-25,2020-05-10,2020-11-06
22,2020,15908,2020-10-31,2020-10-03,2020-04-22,2020-10-23
23,2020,15905,2020-10-12,2020-09-26,2020-09-18,2020-09-30
24,2020,15815,2020-09-09,2020-10-03,2020-09-29,2020-10-11
25,2020,15814,2020-05-31,2020-08-15,2020-08-07,2020-04-25
26,2020,15551,2020-08-28,2020-03-25,2020-09-01,2020-04-02
27,2020,15541,2020-11-08,2020-09-29,2020-07-27,2020-10-07
28,2020,15534,2020-06-03,2020-10-09,2020-06-23,2020-11-06
29,2020,15510,2020-09-29,2020-11-12,2020-09-09,2020-11-12
30,2020,15509,2020-09-13,2020-08-08,2020-05-04,2020-08-16
31,2020,15508,2020-07-29,2020-11-10,2020-09-23,2020-07-21
32,2020,15505,2020-10-13,2020-11-10,2020-11-06,2020-10-09
33,2020,15500,2020-06-15,2020-08-18,2020-08-02,2020-10-01
34,2020,15495,2020-09-10,2020-03-30,2020-09-10,2020-11-05
35,2020,15479,2020-06-24,2020-05-03,2020-09-12,2020-05-15
36,2019,16076,2019-06-05,2019-08-28,2019-07-27,2019-06-01
37,2019,15975,2019-08-25,2019-09-02,2019-08-25,2019-11-17
38,2019,15952,2019-08-03,2019-07-14,2019-06-28,2019-11-15
39,2019,15920,2019-08-25,2019-07-16,2019-09-18,2019-07-20
40,2019,15908,2019-04-07,2019-07-16,2019-10-08,2019-05-17
41,2019,15905,2019-05-24,2019-09-21,2019-06-05,2019-09-25
42,2019,15815,2019-09-21,2019-06-21,2019-06-17,2019-05-16
43,2019,15814,2019-07-20,2019-07-04,2019-06-26,2019-04-11
44,2019,15551,2019-11-08,2019-10-03,2019-11-08,2019-03-29
45,2019,15541,2019-10-01,2019-09-15,2019-09-11,2019-09-27
46,2019,15534,2019-10-29,2019-07-25,2019-05-06,2019-07-29
47,2019,15510,2019-04-15,2019-04-23,2019-04-19,2019-04-07
48,2019,15509,2019-10-27,2019-06-21,2019-06-09,2019-06-29
49,2019,15508,2019-10-13,2019-10-29,2019-06-15,2019-10-01
50,2019,15505,2019-10-05,2019-04-28,2019-10-29,2019-09-23
51,2019,15500,2019-09-11,2019-03-31,2019-10-13,2019-07-25
52,2019,15495,2019-10-21,2019-08-26,2019-05-14,2019-10-01
53,2019,15479,2019-04-12,2019-07-21,2019-09-19,2019-04-12
54,2018,16076,2018-04-08,2018-11-18,2018-11-10,2018-04-08
55,2018,15975,2018-05-12,2018-10-03,2018-09-21,2018-11-16
56,2018,15952,2018-11-17,2018-07-28,2018-04-27,2018-08-17
57,2018,15920,2018-04-17,2018-11-15,2018-05-11,2018-11-15
58,2018,15908,2018-11-09,2018-10-20,2018-07-16,2018-11-01
59,2018,15905,2018-04-06,2018-06-01,2018-05-28,2018-04-26
60,2018,15815,2018-10-09,2018-08-30,2018-05-22,2018-09-07
61,2018,15814,2018-11-16,2018-04-02,2018-06-13,2018-04-14
62,2018,15551,2018-04-08,2018-08-06,2018-05-10,2018-04-08
63,2018,15541,2018-09-03,2018-08-26,2018-05-18,2018-08-30
64,2018,15534,2018-07-03,2018-11-04,2018-06-01,2018-04-02
65,2018,15510,2018-10-04,2018-08-01,2018-10-08,2018-08-09
66,2018,15509,2018-10-27,2018-10-15,2018-05-12,2018-10-23
67,2018,15508,2018-04-02,2018-06-05,2018-05-16,2018-04-02
68,2018,15505,2018-09-05,2018-08-20,2018-05-12,2018-09-01
69,2018,15500,2018-04-02,2018-06-09,2018-11-16,2018-04-02
70,2018,15495,2018-11-16,2018-08-20,2018-05-28,2018-08-28
71,2018,15479,2018-08-17,2018-04-07,2018-05-21,2018-04-15
72,2017,16076,2017-04-03,2017-09-14,2017-06-22,2017-10-16
73,2017,15975,2017-07-06,2017-05-27,2017-05-27,2017-06-24
74,2017,15952,2017-10-12,2017-06-14,2017-05-25,2017-10-04
75,2017,15908,2017-09-19,2017-08-02,2017-07-13,2017-08-22
76,2017,15905,2017-06-12,2017-04-21,2017-07-18,2017-04-29
77,2017,15815,2017-11-05,2017-04-03,2017-11-05,2017-10-08
78,2017,15814,2017-10-13,2017-04-24,2017-07-05,2017-05-02
79,2017,15551,2017-11-05,2017-10-16,2017-11-05,2017-10-24
80,2017,15541,2017-11-05,2017-09-18,2017-11-05,2017-04-03
81,2017,15534,2017-11-12,2017-09-01,2017-08-12,2017-05-16
82,2017,15510,2017-06-23,2017-04-24,2017-04-24,2017-06-03
83,2017,15509,2017-11-12,2017-09-17,2017-07-07,2017-04-30
84,2017,15508,2017-04-27,2017-05-25,2017-05-05,2017-11-13
85,2017,15505,2017-11-13,2017-09-02,2017-08-13,2017-10-16
86,2017,15500,2017-06-25,2017-09-13,2017-08-12,2017-04-30
87,2017,15495,2017-04-20,2017-11-06,2017-07-17,2017-04-20
88,2017,15479,2017-08-15,2017-06-16,2017-05-27,2017-07-06
0,2021,19700,2021-03-29,2021-09-05,2021-08-24,2021-03-29
1,2021,19562,2021-07-26,2021-10-22,2021-04-25,2021-09-08
2,2021,19555,2021-04-23,2021-11-13,2021-05-17,2021-11-13
3,2021,19554,2021-11-06,2021-06-19,2021-09-03,2021-05-18
4,2021,19522,2021-04-01,2021-09-08,2021-09-04,2021-04-01
5,2021,19488,2021-11-01,2021-09-10,2021-09-02,2021-06-22
6,2021,19487,2021-08-01,2021-11-05,2021-05-29,2021-11-05
7,2021,19435,2021-05-30,2021-04-28,2021-06-07,2021-08-18
8,2020,19700,2020-11-07,2020-09-20,2020-09-12,2020-10-18
9,2020,19562,2020-11-03,2020-09-20,2020-05-15,2020-10-10
10,2020,19555,2020-04-27,2020-11-13,2020-09-18,2020-04-11
11,2020,19554,2020-10-27,2020-11-12,2020-07-27,2020-10-15
12,2020,19522,2020-08-29,2020-11-01,2020-09-30,2020-11-01
13,2020,19488,2020-08-19,2020-08-07,2020-09-16,2020-05-19
14,2020,19487,2020-10-27,2020-10-03,2020-06-13,2020-10-11
15,2020,19435,2020-07-04,2020-09-10,2020-08-09,2020-05-17
16,2019,19700,2019-08-25,2019-11-09,2019-09-14,2019-07-20
17,2019,19562,2019-10-11,2019-09-05,2019-04-18,2019-03-29
18,2019,19555,2019-08-27,2019-10-30,2019-09-24,2019-07-30
19,2019,19554,2019-08-18,2019-08-02,2019-10-21,2019-08-06
20,2019,19522,2019-09-10,2019-08-25,2019-06-14,2019-09-06
21,2019,19488,2019-06-25,2019-07-03,2019-06-01,2019-07-23
22,2019,19487,2019-03-28,2019-07-26,2019-04-29,2019-07-30
23,2019,19435,2019-11-10,2019-06-03,2019-04-24,2019-07-17
24,2018,19700,2018-07-16,2018-05-21,2018-05-09,2018-08-13
25,2018,19562,2018-03-26,2018-07-12,2018-06-30,2018-03-26
26,2018,19555,2018-06-01,2018-07-07,2018-06-17,2018-08-24
27,2018,19554,2018-08-12,2018-07-27,2018-06-29,2018-10-19
28,2018,19522,2018-10-03,2018-11-12,2018-05-28,2018-11-12
29,2018,19488,2018-07-27,2018-07-11,2018-07-03,2018-06-01
30,2018,19487,2018-04-19,2018-05-09,2018-05-05,2018-04-07
31,2018,19435,2018-11-15,2018-07-02,2018-05-07,2018-08-19
32,2017,19700,2017-08-22,2017-08-02,2017-06-11,2017-08-14
33,2017,19562,2017-04-03,2017-05-09,2017-04-27,2017-10-16
34,2017,19555,2017-10-29,2017-06-11,2017-10-29,2017-08-10
35,2017,19554,2017-11-12,2017-09-05,2017-11-12,2017-10-15
36,2017,19522,2017-11-10,2017-05-14,2017-11-10,2017-06-03
37,2017,19488,2017-06-03,2017-04-24,2017-06-11,2017-05-02
38,2017,19487,2017-04-27,2017-10-12,2017-09-02,2017-04-27
0,2021,19735,2021-08-21,2021-11-09,2021-04-03,2021-11-13
1,2021,19734,2021-10-08,2021-11-01,2021-08-29,2021-11-01
2,2020,19735,2020-11-11,2020-07-06,2020-09-20,2020-07-22
3,2020,19734,2020-06-23,2020-09-15,2020-09-11,2020-11-06
4,2019,19735,2019-05-12,2019-04-22,2019-04-18,2019-09-21
5,2019,19734,2019-10-09,2019-05-10,2019-06-23,2019-03-31
6,2018,19735,2018-08-20,2018-08-04,2018-09-17,2018-08-12
7,2018,19734,2018-11-17,2018-05-21,2018-05-13,2018-10-24
8,2017,19735,2017-07-05,2017-04-24,2017-11-02,2017-06-15
9,2017,19734,2017-08-05,2017-06-18,2017-08-13,2017-07-04
